lr,batch_size,optimizer,dropout,architecture,fold,epoch,train_loss,val_acc,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,14,0.0625,0.9766,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,15,0.0606,0.9762,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,1,0.636,0.9374,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,2,0.2226,0.9585,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,3,0.1652,0.9578,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,4,0.1457,0.9649,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,5,0.1156,0.9746,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,6,0.1042,0.9719,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,7,0.091,0.9705,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,8,0.0856,0.9725,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,9,0.0845,0.9739,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,10,0.0782,0.9742,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,11,0.0802,0.9778,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,12,0.0532,0.9789,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,13,0.0585,0.9775,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,14,0.0629,0.9795,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,15,0.0491,0.9712,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,1,1.3516,0.7812,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,2,0.4767,0.9444,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,3,0.3081,0.9536,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,4,0.2581,0.9591,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,5,0.2258,0.9673,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,6,0.2097,0.9661,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,7,0.1929,0.9673,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,8,0.175,0.9701,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,9,0.1742,0.9684,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,10,0.1489,0.973,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,11,0.1502,0.9698,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,12,0.1387,0.9744,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,13,0.1242,0.9749,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,14,0.1366,0.9726,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,15,0.1273,0.9771,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,1,1.5104,0.6878,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,2,0.709,0.8505,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,3,0.4926,0.8669,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,4,0.3513,0.9539,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,5,0.2818,0.9605,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,6,0.2382,0.9647,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,7,0.2218,0.9671,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,8,0.1947,0.9671,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,9,0.1812,0.9683,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,10,0.1696,0.9708,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,11,0.1508,0.9706,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,12,0.1592,0.9732,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,13,0.1455,0.9742,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,14,0.1403,0.9733,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,15,0.1267,0.9736,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,1,1.4357,0.6882,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,2,0.5994,0.8905,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,3,0.3794,0.9559,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,4,0.2872,0.9597,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,5,0.2536,0.9614,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,6,0.2157,0.9619,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,7,0.1951,0.9665,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,8,0.1865,0.9685,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,9,0.1716,0.9704,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,10,0.1559,0.972,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,11,0.1481,0.9726,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,12,0.1419,0.9725,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,13,0.1351,0.9748,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,14,0.1339,0.9726,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,15,0.1287,0.9746,,
0.01,64,SGD,0,[128],1,1,1.9602,0.373,,
0.01,64,SGD,0,[128],1,2,1.7403,0.41,,
0.01,64,SGD,0,[128],1,3,1.6535,0.4311,,
0.01,64,SGD,0,[128],1,4,1.5981,0.4465,,
0.01,64,SGD,0,[128],1,5,1.5559,0.4573,,
0.01,64,SGD,0,[128],1,6,1.5215,0.4634,,
0.01,64,SGD,0,[128],1,7,1.4919,0.4749,,
0.01,64,SGD,0,[128],1,8,1.464,0.4787,,
0.01,64,SGD,0,[128],1,9,1.4386,0.4842,,
0.01,64,SGD,0,[128],1,10,1.4143,0.4868,,
0.01,64,SGD,0,[128],1,11,1.3916,0.4919,,
0.01,64,SGD,0,[128],1,12,1.3688,0.4933,,
0.01,64,SGD,0,[128],1,13,1.3473,0.4965,,
0.01,64,SGD,0,[128],1,14,1.3282,0.501,,
0.01,64,SGD,0,[128],1,15,1.3085,0.501,,
0.01,64,SGD,0,[128],2,1,1.9383,0.3769,,
0.01,64,SGD,0,[128],2,2,1.7257,0.4078,,
0.01,64,SGD,0,[128],2,3,1.6405,0.4324,,
0.01,64,SGD,0,[128],2,4,1.5843,0.4398,,
0.01,64,SGD,0,[128],2,5,1.5422,0.4479,,
0.01,64,SGD,0,[128],2,6,1.5071,0.4544,,
0.01,64,SGD,0,[128],2,7,1.4765,0.4609,,
0.01,64,SGD,0,[128],2,8,1.4489,0.466,,
0.01,64,SGD,0,[128],2,9,1.4234,0.4707,,
0.01,64,SGD,0,[128],2,10,1.3993,0.4787,,
0.01,64,SGD,0,[128],2,11,1.3757,0.485,,
0.01,64,SGD,0,[128],2,12,1.354,0.4862,,
0.01,64,SGD,0,[128],2,13,1.3329,0.4874,,
0.01,64,SGD,0,[128],2,14,1.3125,0.4892,,
0.01,64,SGD,0,[128],2,15,1.294,0.4965,,
0.01,64,SGD,0,[128],3,1,1.9437,0.3702,,
0.01,64,SGD,0,[128],3,2,1.7308,0.4035,,
0.01,64,SGD,0,[128],3,3,1.6448,0.4257,,
0.01,64,SGD,0,[128],3,4,1.5893,0.4387,,
0.01,64,SGD,0,[128],3,5,1.5467,0.4476,,
0.01,64,SGD,0,[128],3,6,1.5118,0.4566,,
0.01,64,SGD,0,[128],3,7,1.4818,0.4655,,
0.01,64,SGD,0,[128],3,8,1.454,0.4696,,
0.01,64,SGD,0,[128],3,9,1.4285,0.4725,,
0.01,64,SGD,0,[128],3,10,1.4036,0.4805,,
0.01,64,SGD,0,[128],3,11,1.3807,0.4819,,
0.01,64,SGD,0,[128],3,12,1.3589,0.487,,
0.01,64,SGD,0,[128],3,13,1.3382,0.4897,,
0.01,64,SGD,0,[128],3,14,1.3184,0.4925,,
0.01,64,SGD,0,[128],3,15,1.2991,0.4964,,
0.001,64,Adam,0.2,[128],1,1,1.7559,0.4372,,
0.001,64,Adam,0.2,[128],1,2,1.584,0.475,,
0.001,64,Adam,0.2,[128],1,3,1.513,0.484,,
0.001,64,Adam,0.2,[128],1,4,1.4701,0.4852,,
0.001,64,Adam,0.2,[128],1,5,1.4317,0.4903,,
0.001,64,Adam,0.2,[128],1,6,1.403,0.4938,,
0.001,64,Adam,0.2,[128],1,7,1.3729,0.5067,,
0.001,64,Adam,0.2,[128],1,8,1.3373,0.498,,
0.001,64,Adam,0.2,[128],1,9,1.3189,0.5086,,
0.001,64,Adam,0.2,[128],1,10,1.2986,0.5123,,
0.001,64,Adam,0.2,[128],1,11,1.2683,0.5103,,
0.001,64,Adam,0.2,[128],1,12,1.2552,0.5097,,
0.001,64,Adam,0.2,[128],1,13,1.2209,0.5162,,
0.001,64,Adam,0.2,[128],1,14,1.2156,0.5171,,
0.001,64,Adam,0.2,[128],1,15,1.1943,0.5156,,
0.001,64,Adam,0.2,[128],2,1,1.7431,0.4318,,
0.001,64,Adam,0.2,[128],2,2,1.5715,0.4643,,
0.001,64,Adam,0.2,[128],2,3,1.5065,0.4582,,
0.001,64,Adam,0.2,[128],2,4,1.4577,0.4771,,
0.001,64,Adam,0.2,[128],2,5,1.4188,0.4819,,
0.001,64,Adam,0.2,[128],2,6,1.386,0.4865,,
0.001,64,Adam,0.2,[128],2,7,1.3535,0.4852,,
0.001,64,Adam,0.2,[128],2,8,1.3263,0.4945,,
0.001,64,Adam,0.2,[128],2,9,1.2987,0.5052,,
0.001,64,Adam,0.2,[128],2,10,1.2767,0.5008,,
0.001,64,Adam,0.2,[128],2,11,1.2656,0.5047,,
0.001,64,Adam,0.2,[128],2,12,1.2352,0.4963,,
0.001,64,Adam,0.2,[128],2,13,1.2091,0.5051,,
0.001,64,Adam,0.2,[128],2,14,1.1945,0.5021,,
0.001,64,Adam,0.2,[128],2,15,1.1883,0.5063,,
0.001,64,Adam,0.2,[128],3,1,1.7444,0.4258,,
0.001,64,Adam,0.2,[128],3,2,1.5809,0.468,,
0.001,64,Adam,0.2,[128],3,3,1.5118,0.4767,,
0.001,64,Adam,0.2,[128],3,4,1.4647,0.4804,,
0.001,64,Adam,0.2,[128],3,5,1.424,0.4828,,
0.001,64,Adam,0.2,[128],3,6,1.3891,0.4762,,
0.001,64,Adam,0.2,[128],3,7,1.3595,0.4992,,
0.001,64,Adam,0.2,[128],3,8,1.3385,0.501,,
0.001,64,Adam,0.2,[128],3,9,1.3076,0.4942,,
0.001,64,Adam,0.2,[128],3,10,1.2906,0.5017,,
0.001,64,Adam,0.2,[128],3,11,1.2623,0.4971,,
0.001,64,Adam,0.2,[128],3,12,1.247,0.5064,,
0.001,64,Adam,0.2,[128],3,13,1.2201,0.5041,,
0.001,64,Adam,0.2,[128],3,14,1.1956,0.502,,
0.001,64,Adam,0.2,[128],3,15,1.1822,0.5077,,
0.001,128,Adam,0.5,[128],1,1,1.8646,0.4267,,
0.001,128,Adam,0.5,[128],1,2,1.7072,0.4491,,
0.001,128,Adam,0.5,[128],1,3,1.6627,0.4694,,
0.001,128,Adam,0.5,[128],1,4,1.6217,0.4722,,
0.001,128,Adam,0.5,[128],1,5,1.6036,0.478,,
0.001,128,Adam,0.5,[128],1,6,1.581,0.4799,,
0.001,128,Adam,0.5,[128],1,7,1.562,0.4864,,
0.001,128,Adam,0.5,[128],1,8,1.5474,0.4916,,
0.001,128,Adam,0.5,[128],1,9,1.5315,0.4955,,
0.001,128,Adam,0.5,[128],1,10,1.5166,0.4888,,
0.001,128,Adam,0.5,[128],1,11,1.5069,0.4913,,
0.001,128,Adam,0.5,[128],1,12,1.4931,0.5004,,
0.001,128,Adam,0.5,[128],1,13,1.4825,0.4963,,
0.001,128,Adam,0.5,[128],1,14,1.4726,0.5037,,
0.001,128,Adam,0.5,[128],1,15,1.4695,0.5015,,
0.001,128,Adam,0.5,[128],2,1,1.8501,0.4166,,
0.001,128,Adam,0.5,[128],2,2,1.7073,0.4471,,
0.001,128,Adam,0.5,[128],2,3,1.6546,0.4564,,
0.001,128,Adam,0.5,[128],2,4,1.618,0.4612,,
0.001,128,Adam,0.5,[128],2,5,1.5955,0.4647,,
0.001,128,Adam,0.5,[128],2,6,1.577,0.4795,,
0.001,128,Adam,0.5,[128],2,7,1.5514,0.473,,
0.001,128,Adam,0.5,[128],2,8,1.5453,0.4817,,
0.001,128,Adam,0.5,[128],2,9,1.5151,0.4825,,
0.001,128,Adam,0.5,[128],2,10,1.5087,0.4792,,
0.001,128,Adam,0.5,[128],2,11,1.5002,0.4789,,
0.001,128,Adam,0.5,[128],2,12,1.4811,0.4865,,
0.001,128,Adam,0.5,[128],2,13,1.4753,0.4876,,
0.001,128,Adam,0.5,[128],2,14,1.4639,0.4943,,
0.001,128,Adam,0.5,[128],2,15,1.4579,0.4918,,
0.001,128,Adam,0.5,[128],3,1,1.8563,0.4218,,
0.001,128,Adam,0.5,[128],3,2,1.6994,0.442,,
0.001,128,Adam,0.5,[128],3,3,1.6517,0.4605,,
0.001,128,Adam,0.5,[128],3,4,1.6222,0.4618,,
0.001,128,Adam,0.5,[128],3,5,1.5894,0.4681,,
0.001,128,Adam,0.5,[128],3,6,1.58,0.4711,,
0.001,128,Adam,0.5,[128],3,7,1.5597,0.4791,,
0.001,128,Adam,0.5,[128],3,8,1.536,0.4812,,
0.001,128,Adam,0.5,[128],3,9,1.5228,0.4858,,
0.001,128,Adam,0.5,[128],3,10,1.5135,0.4903,,
0.001,128,Adam,0.5,[128],3,11,1.4965,0.4878,,
0.001,128,Adam,0.5,[128],3,12,1.4885,0.4933,,
0.001,128,Adam,0.5,[128],3,13,1.48,0.4947,,
0.001,128,Adam,0.5,[128],3,14,1.4707,0.4893,,
0.001,128,Adam,0.5,[128],3,15,1.4555,0.4975,,
0.01,64,SGD,0,"[512, 256, 128]",1,1,2.2508,0.2462,,
0.01,64,SGD,0,"[512, 256, 128]",1,2,2.0308,0.3103,,
0.01,64,SGD,0,"[512, 256, 128]",1,3,1.8626,0.3596,,
0.01,64,SGD,0,"[512, 256, 128]",1,4,1.7548,0.3854,,
0.01,64,SGD,0,"[512, 256, 128]",1,5,1.6761,0.4104,,
0.01,64,SGD,0,"[512, 256, 128]",1,6,1.6148,0.4241,,
0.01,64,SGD,0,"[512, 256, 128]",1,7,1.5613,0.4433,,
0.01,64,SGD,0,"[512, 256, 128]",1,8,1.5103,0.4554,,
0.01,64,SGD,0,"[512, 256, 128]",1,9,1.4627,0.4693,,
0.01,64,SGD,0,"[512, 256, 128]",1,10,1.4181,0.4821,,
0.01,64,SGD,0,"[512, 256, 128]",1,11,1.3775,0.4845,,
0.01,64,SGD,0,"[512, 256, 128]",1,12,1.3363,0.4898,,
0.01,64,SGD,0,"[512, 256, 128]",1,13,1.2981,0.5033,,
0.01,64,SGD,0,"[512, 256, 128]",1,14,1.2584,0.5063,,
0.01,64,SGD,0,"[512, 256, 128]",1,15,1.2222,0.5022,,
0.01,64,SGD,0,"[512, 256, 128]",2,1,2.2625,0.2291,,
0.01,64,SGD,0,"[512, 256, 128]",2,2,2.0661,0.277,,
0.01,64,SGD,0,"[512, 256, 128]",2,3,1.8991,0.3493,,
0.01,64,SGD,0,"[512, 256, 128]",2,4,1.782,0.38,,
0.01,64,SGD,0,"[512, 256, 128]",2,5,1.6864,0.4011,,
0.01,64,SGD,0,"[512, 256, 128]",2,6,1.6157,0.4183,,
0.01,64,SGD,0,"[512, 256, 128]",2,7,1.5575,0.4348,,
0.01,64,SGD,0,"[512, 256, 128]",2,8,1.5043,0.4499,,
0.01,64,SGD,0,"[512, 256, 128]",2,9,1.4558,0.463,,
0.01,64,SGD,0,"[512, 256, 128]",2,10,1.4093,0.4716,,
0.01,64,SGD,0,"[512, 256, 128]",2,11,1.3673,0.476,,
0.01,64,SGD,0,"[512, 256, 128]",2,12,1.3276,0.4874,,
0.01,64,SGD,0,"[512, 256, 128]",2,13,1.2863,0.4891,,
0.01,64,SGD,0,"[512, 256, 128]",2,14,1.2517,0.5023,,
0.01,64,SGD,0,"[512, 256, 128]",2,15,1.2148,0.5046,,
0.01,64,SGD,0,"[512, 256, 128]",3,1,2.255,0.233,,
0.01,64,SGD,0,"[512, 256, 128]",3,2,2.0427,0.2995,,
0.01,64,SGD,0,"[512, 256, 128]",3,3,1.8711,0.3486,,
0.01,64,SGD,0,"[512, 256, 128]",3,4,1.7513,0.3883,,
0.01,64,SGD,0,"[512, 256, 128]",3,5,1.6648,0.4145,,
0.01,64,SGD,0,"[512, 256, 128]",3,6,1.5998,0.4336,,
0.01,64,SGD,0,"[512, 256, 128]",3,7,1.5473,0.4447,,
0.01,64,SGD,0,"[512, 256, 128]",3,8,1.4973,0.4605,,
0.01,64,SGD,0,"[512, 256, 128]",3,9,1.4502,0.4725,,
0.01,64,SGD,0,"[512, 256, 128]",3,10,1.4044,0.4794,,
0.01,64,SGD,0,"[512, 256, 128]",3,11,1.3612,0.4885,,
0.01,64,SGD,0,"[512, 256, 128]",3,12,1.3195,0.49,,
0.01,64,SGD,0,"[512, 256, 128]",3,13,1.2792,0.4946,,
0.01,64,SGD,0,"[512, 256, 128]",3,14,1.2429,0.5041,,
0.01,64,SGD,0,"[512, 256, 128]",3,15,1.2026,0.5113,,
0.001,64,Adam,0.2,"[512, 256, 128]",1,1,1.7877,0.4162,,
0.001,64,Adam,0.2,"[512, 256, 128]",1,2,1.6088,0.4624,,
0.001,64,Adam,0.2,"[512, 256, 128]",1,3,1.5321,0.464,,
0.001,64,Adam,0.2,"[512, 256, 128]",1,4,1.4678,0.4841,,
0.001,64,Adam,0.2,"[512, 256, 128]",1,5,1.4201,0.4934,,
0.001,64,Adam,0.2,"[512, 256, 128]",1,6,1.3713,0.4987,,
0.001,64,Adam,0.2,"[512, 256, 128]",1,7,1.327,0.509,,
0.001,64,Adam,0.2,"[512, 256, 128]",1,8,1.2846,0.5049,,
0.001,64,Adam,0.2,"[512, 256, 128]",1,9,1.2554,0.5148,,
0.001,64,Adam,0.2,"[512, 256, 128]",1,10,1.2156,0.5193,,
0.001,64,Adam,0.2,"[512, 256, 128]",1,11,1.1832,0.5225,,
0.001,64,Adam,0.2,"[512, 256, 128]",1,12,1.1451,0.5139,,
0.001,64,Adam,0.2,"[512, 256, 128]",1,13,1.1176,0.5196,,
0.001,64,Adam,0.2,"[512, 256, 128]",1,14,1.0946,0.5253,,
0.001,64,Adam,0.2,"[512, 256, 128]",1,15,1.0681,0.5209,,
0.001,64,Adam,0.2,"[512, 256, 128]",2,1,1.7831,0.4223,,
0.001,64,Adam,0.2,"[512, 256, 128]",2,2,1.6026,0.4586,,
0.001,64,Adam,0.2,"[512, 256, 128]",2,3,1.5185,0.4706,,
0.001,64,Adam,0.2,"[512, 256, 128]",2,4,1.4548,0.4805,,
0.001,64,Adam,0.2,"[512, 256, 128]",2,5,1.3946,0.4912,,
0.001,64,Adam,0.2,"[512, 256, 128]",2,6,1.3478,0.4912,,
0.001,64,Adam,0.2,"[512, 256, 128]",2,7,1.3062,0.4988,,
0.001,64,Adam,0.2,"[512, 256, 128]",2,8,1.2722,0.5058,,
0.001,64,Adam,0.2,"[512, 256, 128]",2,9,1.2291,0.5044,,
0.001,64,Adam,0.2,"[512, 256, 128]",2,10,1.2017,0.5163,,
0.001,64,Adam,0.2,"[512, 256, 128]",2,11,1.1664,0.5156,,
0.001,64,Adam,0.2,"[512, 256, 128]",2,12,1.1302,0.5145,,
0.001,64,Adam,0.2,"[512, 256, 128]",2,13,1.1007,0.5157,,
0.001,64,Adam,0.2,"[512, 256, 128]",2,14,1.0733,0.5166,,
0.001,64,Adam,0.2,"[512, 256, 128]",2,15,1.0535,0.5172,,
0.001,64,Adam,0.2,"[512, 256, 128]",3,1,1.7828,0.4332,,
0.001,64,Adam,0.2,"[512, 256, 128]",3,2,1.6087,0.4438,,
0.001,64,Adam,0.2,"[512, 256, 128]",3,3,1.5177,0.4782,,
0.001,64,Adam,0.2,"[512, 256, 128]",3,4,1.4554,0.4875,,
0.001,64,Adam,0.2,"[512, 256, 128]",3,5,1.4042,0.4882,,
0.001,64,Adam,0.2,"[512, 256, 128]",3,6,1.3576,0.4934,,
0.001,64,Adam,0.2,"[512, 256, 128]",3,7,1.3131,0.5052,,
0.001,64,Adam,0.2,"[512, 256, 128]",3,8,1.2772,0.5095,,
0.001,64,Adam,0.2,"[512, 256, 128]",3,9,1.2396,0.5123,,
0.001,64,Adam,0.2,"[512, 256, 128]",3,10,1.2033,0.5115,,
0.001,64,Adam,0.2,"[512, 256, 128]",3,11,1.1699,0.5186,,
0.001,64,Adam,0.2,"[512, 256, 128]",3,12,1.1419,0.5159,,
0.001,64,Adam,0.2,"[512, 256, 128]",3,13,1.1096,0.5181,,
0.001,64,Adam,0.2,"[512, 256, 128]",3,14,1.085,0.518,,
0.001,64,Adam,0.2,"[512, 256, 128]",3,15,1.0504,0.5248,,
0.001,128,Adam,0.5,"[512, 256, 128]",1,1,1.9533,0.3845,,
0.001,128,Adam,0.5,"[512, 256, 128]",1,2,1.8065,0.4151,,
0.001,128,Adam,0.5,"[512, 256, 128]",1,3,1.742,0.4289,,
0.001,128,Adam,0.5,"[512, 256, 128]",1,4,1.7054,0.4474,,
0.001,128,Adam,0.5,"[512, 256, 128]",1,5,1.6698,0.4508,,
0.001,128,Adam,0.5,"[512, 256, 128]",1,6,1.6481,0.4442,,
0.001,128,Adam,0.5,"[512, 256, 128]",1,7,1.624,0.4656,,
0.001,128,Adam,0.5,"[512, 256, 128]",1,8,1.6088,0.4645,,
0.001,128,Adam,0.5,"[512, 256, 128]",1,9,1.5854,0.4721,,
0.001,128,Adam,0.5,"[512, 256, 128]",1,10,1.5692,0.4804,,
0.001,128,Adam,0.5,"[512, 256, 128]",1,11,1.5553,0.4815,,
0.001,128,Adam,0.5,"[512, 256, 128]",1,12,1.5384,0.4843,,
0.001,128,Adam,0.5,"[512, 256, 128]",1,13,1.5198,0.4856,,
0.001,128,Adam,0.5,"[512, 256, 128]",1,14,1.5048,0.4852,,
0.001,128,Adam,0.5,"[512, 256, 128]",1,15,1.4953,0.4834,,
0.001,128,Adam,0.5,"[512, 256, 128]",2,1,1.9527,0.3892,,
0.001,128,Adam,0.5,"[512, 256, 128]",2,2,1.7893,0.4187,,
0.001,128,Adam,0.5,"[512, 256, 128]",2,3,1.7316,0.4257,,
0.001,128,Adam,0.5,"[512, 256, 128]",2,4,1.6886,0.4519,,
0.001,128,Adam,0.5,"[512, 256, 128]",2,5,1.6597,0.4526,,
0.001,128,Adam,0.5,"[512, 256, 128]",2,6,1.6319,0.4576,,
0.001,128,Adam,0.5,"[512, 256, 128]",2,7,1.6097,0.4606,,
0.001,128,Adam,0.5,"[512, 256, 128]",2,8,1.5893,0.469,,
0.001,128,Adam,0.5,"[512, 256, 128]",2,9,1.572,0.4686,,
0.001,128,Adam,0.5,"[512, 256, 128]",2,10,1.556,0.4709,,
0.001,128,Adam,0.5,"[512, 256, 128]",2,11,1.5414,0.4776,,
0.001,128,Adam,0.5,"[512, 256, 128]",2,12,1.5205,0.4771,,
0.001,128,Adam,0.5,"[512, 256, 128]",2,13,1.5028,0.4847,,
0.001,128,Adam,0.5,"[512, 256, 128]",2,14,1.4981,0.4831,,
0.001,128,Adam,0.5,"[512, 256, 128]",2,15,1.4729,0.4946,,
0.001,128,Adam,0.5,"[512, 256, 128]",3,1,1.9626,0.3744,,
0.001,128,Adam,0.5,"[512, 256, 128]",3,2,1.8049,0.413,,
0.001,128,Adam,0.5,"[512, 256, 128]",3,3,1.7369,0.4199,,
0.001,128,Adam,0.5,"[512, 256, 128]",3,4,1.7002,0.4352,,
0.001,128,Adam,0.5,"[512, 256, 128]",3,5,1.6704,0.4512,,
0.001,128,Adam,0.5,"[512, 256, 128]",3,6,1.6435,0.4599,,
0.001,128,Adam,0.5,"[512, 256, 128]",3,7,1.6175,0.4713,,
0.001,128,Adam,0.5,"[512, 256, 128]",3,8,1.5968,0.4698,,
0.001,128,Adam,0.5,"[512, 256, 128]",3,9,1.5843,0.4813,,
0.001,128,Adam,0.5,"[512, 256, 128]",3,10,1.5534,0.4768,,
0.001,128,Adam,0.5,"[512, 256, 128]",3,11,1.5413,0.4749,,
0.001,128,Adam,0.5,"[512, 256, 128]",3,12,1.5252,0.4836,,
0.001,128,Adam,0.5,"[512, 256, 128]",3,13,1.5234,0.483,,
0.001,128,Adam,0.5,"[512, 256, 128]",3,14,1.5049,0.4864,,
0.001,128,Adam,0.5,"[512, 256, 128]",3,15,1.4845,0.4902,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",1,1,2.3046,0.0998,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",1,2,2.3031,0.1004,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",1,3,2.3027,0.1211,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",1,4,2.3025,0.0993,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",1,5,2.3024,0.1625,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",1,6,2.3023,0.1051,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",1,7,2.3022,0.1202,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",1,8,2.3021,0.0982,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",1,9,2.302,0.0982,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",1,10,2.3019,0.0982,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",1,11,2.3017,0.0983,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",1,12,2.3014,0.1026,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",1,13,2.301,0.1352,,
